"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"LVA","","ALL","2013","96"
"BEL","","ALL","1981","50"
"","EU_AFTER_MAY2004","ALL","2009","96.9407161"
"GBR","","ALL","2012","92"
"FRA","","ALL","1987","45"
"KGZ","","ALL","2006","97"
"GEO","","ALL","2009","83"
"MDA","","ALL","2011","91"
"SVK","","ALL","2008","99"
"BEL","","ALL","1989","75"
"","CARINFONET","ALL","2015","98.71801726"
"MCO","","ALL","1999","99"
"ARM","","ALL","2013","97"
"NOR","","ALL","2005","90"
"","EU_AFTER_MAY2004","ALL","2006","97.32748593"
"NOR","","ALL","1990","87"
"SVK","","ALL","2005","98"
"BEL","","ALL","2010","95"
"ARM","","ALL","2000","92"
"","NORDIC","ALL","1988","89.58580011"
"SVK","","ALL","2016","95"
"GEO","","ALL","1990","99"
"GRC","","ALL","1985","77"
"SVN","","ALL","2015","94"
"CYP","","ALL","2015","90"
"BGR","","ALL","1981","98"
"FRA","","ALL","1988","51"
"POL","","ALL","2015","96"
"FRA","","ALL","1986","39"
"DEU","","ALL","2009","96"
"DEU","","ALL","2014","97"
"","WHO_EURO","ALL","1991","81.16996166"
"BGR","","ALL","2014","93"
"","EU_BEFORE_MAY2004","ALL","1995","80.07943688"
"BIH","","ALL","2009","93"
"SMR","","ALL","2006","94"
"IRL","","ALL","2007","87"
"","EU_BEFORE_MAY2004","ALL","1997","81.54159705"
"ISR","","ALL","1997","97"
"","EU_AFTER_MAY2004","ALL","2001","96.49280613"
"BGR","","ALL","2015","92"
"LVA","","ALL","1992","95"
"ISR","","ALL","2007","97"
"RUS","","ALL","2003","98"
"NOR","","ALL","2011","93"
"SVN","","ALL","1982","83"
"","CARINFONET","ALL","2000","98.59134761"
"","EU_MEMBERS","ALL","1989","75.16549727"
"SVK","","ALL","1991","98"
"HRV","","ALL","2013","94"
"","NORDIC","ALL","1989","89.89680056"
"","SEEHN","ALL","2010","95.70941042"
"","EU_BEFORE_MAY2004","ALL","2011","92.50663368"
"","EU_MEMBERS","ALL","1995","83.38194222"
"BGR","","ALL","1999","96"
"FRA","","ALL","1998","82"
"MKD","","ALL","2001","92"
"","WHO_EURO","ALL","1987","77.4951673"
"FRA","","ALL","1985","35"
"MDA","","ALL","2008","95"
"","SEEHN","ALL","1997","94.81055994"
"GEO","","ALL","1993","61"
"GEO","","ALL","2006","96"
"AUT","","ALL","1986","60"
"BGR","","ALL","2016","92"
"EST","","ALL","2005","96"
"","WHO_EURO","ALL","2009","93.34012545"
"","NORDIC","ALL","1983","85.17830418"
"","NORDIC","ALL","1984","86.33252625"
"","NORDIC","ALL","1986","88.70673268"
"","EU_MEMBERS","ALL","1998","86.13009031"
"HRV","","ALL","2003","95"
"GEO","","ALL","2003","76"
"","CARINFONET","ALL","2011","98.65610093"
"SVN","","ALL","2002","93"
"MLT","","ALL","2005","86"
"SVN","","ALL","1996","93"
"SVK","","ALL","2009","99"
"BIH","","ALL","2016","68"
"BLR","","ALL","2000","98"
"MDA","","ALL","2001","94"
"BGR","","ALL","2007","96"
"BLR","","ALL","1999","98"
"BLR","","ALL","1994","97"
"UKR","","ALL","2011","67"
"BGR","","ALL","1991","98"
"EST","","ALL","2010","95"
"EST","","ALL","1982","68"
"BGR","","ALL","1980","98"
"HRV","","ALL","2005","96"
"","EU_AFTER_MAY2004","ALL","2002","97.32696553"
"","EU_AFTER_MAY2004","ALL","2005","97.32627224"
"AZE","","ALL","2013","98"
"MLT","","ALL","1996","51"
"SVK","","ALL","1993","96"
"SVK","","ALL","1992","96"
"POL","","ALL","2011","98"
"BLR","","ALL","2015","99"
"SVN","","ALL","2011","96"
"","CIS","ALL","2013","94.59618938"
"MDA","","ALL","2006","96"
"AZE","","ALL","1993","80"
"","SEEHN","ALL","2004","95.01998804"
"HRV","","ALL","2004","96"
"HRV","","ALL","2008","98"
"IRL","","ALL","2004","81"
"SVN","","ALL","2014","94"
"FRA","","ALL","1989","58"
"FRA","","ALL","2002","86"
"BGR","","ALL","2011","94"
"NLD","","ALL","2004","96"
"BGR","","ALL","1983","98"
"AZE","","ALL","2001","99"
"BGR","","ALL","1985","99"
"BGR","","ALL","1989","99"
"AUT","","ALL","2016","95"
"","WHO_EURO","ALL","2005","93.43363373"
"SMR","","ALL","2016","62"
"SRB","","ALL","2016","82"
"MDA","","ALL","2009","91"
"BLR","","ALL","2003","99"
"SVN","","ALL","2010","95"
"NLD","","ALL","2009","96"
"","CARINFONET","ALL","2013","97.22702964"
"MLT","","ALL","2010","73"
"HRV","","ALL","2012","95"
"ESP","","ALL","1997","93"
"","CIS","ALL","2012","95.455512"
"EST","","ALL","2004","96"
"SVK","","ALL","1990","99"
"GEO","","ALL","2012","93"
"IRL","","ALL","2006","86"
"SVN","","ALL","2007","96"
"IRL","","ALL","2005","84"
"SVN","","ALL","1986","89"
"FRA","","ALL","1990","71"
"","EU_AFTER_MAY2004","ALL","2004","96.94940217"
"BLR","","ALL","1995","93"
"FIN","","ALL","2002","96"
"MLT","","ALL","2004","94"
"IRL","","ALL","2012","92"
"","SEEHN","ALL","2006","94.29341341"
"SVN","","ALL","2001","94"
"PRT","","ALL","2013","98"
"AZE","","ALL","2012","97"
"ESP","","ALL","1999","95"
"PRT","","ALL","2012","97"
"SVN","","ALL","1989","91"
"","EU_BEFORE_MAY2004","ALL","1998","83.35574691"
"","CIS","ALL","2015","94.28528563"
"","WHO_EURO","ALL","2006","94.27873458"
"UKR","","ALL","1995","97"
"SVN","","ALL","1993","90"
"SVK","","ALL","2013","98"
"","CIS","ALL","2014","94.57394404"
"BLR","","ALL","1993","96"
"BLR","","ALL","2016","98"
"BLR","","ALL","1996","96"
"","EU_MEMBERS","ALL","2011","93.27667129"
"AZE","","ALL","1996","96"
"SVN","","ALL","1997","82"
"AZE","","ALL","2014","98"
"TJK","","ALL","2013","92"
"BGR","","ALL","1992","92"
"AZE","","ALL","1995","95"
"IRL","","ALL","2003","78"
"SVN","","ALL","1983","87"
"","EU_MEMBERS","ALL","2003","90.42806133"
"SVN","","ALL","1999","98"
"ROU","","ALL","2016","86"
"","NORDIC","ALL","1987","89.94933272"
"FIN","","ALL","1997","96"
"RUS","","ALL","2016","98"
"BGR","","ALL","1984","98"
"BLR","","ALL","1997","97"
"ESP","","ALL","1998","93"
"EST","","ALL","1980","74"
"HRV","","ALL","2002","95"
"","EU_AFTER_MAY2004","ALL","2003","97.20713946"
"GEO","","ALL","1999","97"
"EST","","ALL","1981","70"
"BIH","","ALL","2005","90"
"HRV","","ALL","2007","96"
"FIN","","ALL","2009","99"
"","EU_BEFORE_MAY2004","ALL","1994","79.30735452"
"SVN","","ALL","2003","94"
"","EU_BEFORE_MAY2004","ALL","1990","71.86506255"
"","SEEHN","ALL","2005","95.62712363"
"","EU_MEMBERS","ALL","2007","92.78641883"
"","EU_MEMBERS","ALL","2009","91.42306874"
"AZE","","ALL","2009","98"
"","SEEHN","ALL","2007","96.44327874"
"UKR","","ALL","2004","99"
"BLR","","ALL","1998","98"
"MLT","","ALL","2012","93"
"HRV","","ALL","2014","94"
"HRV","","ALL","2015","93"
"SVN","","ALL","1987","91"
"","EU_MEMBERS","ALL","2008","92.83739453"
"","SEEHN","ALL","1996","91.54701549"
"UKR","","ALL","2001","99"

"Last update","2017.09.14 09:58:37 GMT"
"Description","% of children vaccinated against measles"
"Reference link","https://dw.euro.who.int/api/v3/measures/HFA_609?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2018. All rights reserved.","http://www.euro.who.int/en/home/copyright-notice"
