"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"ESP","","ALL","1993","88"
"","EU_MEMBERS","ALL","2011","96.03297793"
"UZB","","ALL","1994","79"
"TJK","","ALL","1991","88"
"ALB","","ALL","2003","97"
"TJK","","ALL","1987","91"
"ALB","","ALL","2012","99"
"","WHO_EURO","ALL","1984","79.00885812"
"","EU_BEFORE_MAY2004","ALL","2007","95.9968863"
"EST","","ALL","2011","93"
"FIN","","ALL","2015","97"
"PRT","","ALL","1982","18"
"","CIS","ALL","2011","92.71222382"
"GEO","","ALL","1997","98"
"PRT","","ALL","1983","20"
"","EU_BEFORE_MAY2004","ALL","1995","91.99106187"
"PRT","","ALL","1985","29"
"","NORDIC","ALL","2014","95.99373943"
"LTU","","ALL","2010","95"
"CHE","","ALL","2003","95"
"RUS","","ALL","1995","77"
"NLD","","ALL","1985","97"
"FRA","","ALL","1984","97"
"BIH","","ALL","1994","69"
"ITA","","ALL","2014","95"
"FRA","","ALL","1989","84"
"CYP","","ALL","1989","93"
"LTU","","ALL","2016","95"
"KGZ","","ALL","2016","97"
"CZE","","ALL","1998","97"
"BIH","","ALL","2004","87"
"BIH","","ALL","2005","95"
"MDA","","ALL","1984","93"
"MDA","","ALL","2016","91"
"NLD","","ALL","2003","98"
"MLT","","ALL","2016","97"
"CYP","","ALL","2010","99"
"NLD","","ALL","2016","95"
"","CIS","ALL","1998","96.39152571"
"","CIS","ALL","1997","95.17730159"
"ISL","","ALL","2001","92"
"IRL","","ALL","2009","94"
"","NORDIC","ALL","2011","95.9338008"
"","CIS","ALL","2001","97.56411894"
"","NORDIC","ALL","2013","96.30687237"
"SVK","","ALL","2001","99"
"SVK","","ALL","2000","98"
"SVK","","ALL","1993","99"
"HRV","","ALL","2009","96"
"BEL","","ALL","1987","97"
"GBR","","ALL","1997","92"
"MDA","","ALL","1981","97"
"","WHO_EURO","ALL","2015","96.11357416"
"CHE","","ALL","1988","95"
"ITA","","ALL","2011","96"
"MKD","","ALL","2011","97"
"GBR","","ALL","2001","91"
"UZB","","ALL","1981","90"
"NLD","","ALL","1981","96"
"DNK","","ALL","2006","93"
"CHE","","ALL","1997","95"
"","CARINFONET","ALL","1999","98.43848257"
"","SEEHN","ALL","1984","92.11469043"
"MCO","","ALL","1994","99"
"BEL","","ALL","2000","96"
"UZB","","ALL","1989","61"
"UZB","","ALL","2012","99"
"SRB","","ALL","1983","85"
"HRV","","ALL","1992","85"
"KAZ","","ALL","2006","99"
"ISR","","ALL","1989","93"
"ALB","","ALL","1983","92"
"SRB","","ALL","1984","89"
"UZB","","ALL","1991","89"
"","SEEHN","ALL","1996","94.14864495"
"HRV","","ALL","1995","90"
"BIH","","ALL","2012","87"
"UZB","","ALL","2004","99"
"","SEEHN","ALL","1999","95.69215095"
"","SEEHN","ALL","2000","95.77010239"
"UZB","","ALL","2010","99"
"","EU_MEMBERS","ALL","1995","92.80215486"
"ISR","","ALL","2000","92"
"ISR","","ALL","2001","92"
"EST","","ALL","1992","71"
"EST","","ALL","1999","91"
"SWE","","ALL","1986","99"
"SWE","","ALL","1998","99"
"SWE","","ALL","2015","98"
"SWE","","ALL","1993","99"
"SWE","","ALL","1987","99"
"ISL","","ALL","1991","99"
"DNK","","ALL","1998","99"
"DNK","","ALL","1997","99"
"IRL","","ALL","1988","72"
"BLR","","ALL","2001","99"
"ALB","","ALL","2010","99"
"TUR","","ALL","1999","79"
"GRC","","ALL","1992","95"
"UKR","","ALL","1994","96"
"DNK","","ALL","2004","95"
"DNK","","ALL","2005","93"
"TKM","","ALL","1993","92"
"EST","","ALL","1996","86"
"EST","","ALL","1997","86"
"POL","","ALL","1994","95"
"TKM","","ALL","2011","97"
"TKM","","ALL","2002","99"
"POL","","ALL","1998","98"
"ITA","","ALL","1984","90"
"","EU_AFTER_MAY2004","ALL","1988","94.62380301"
"ESP","","ALL","1986","75"
"MDA","","ALL","2013","92"
"NOR","","ALL","2012","95"
"RUS","","ALL","2013","98"
"MKD","","ALL","2005","98"
"BGR","","ALL","2014","88"
"RUS","","ALL","2008","98"
"TJK","","ALL","1995","81"
"","WHO_EURO","ALL","2011","94.79289019"
"LVA","","ALL","2007","94"
"","EU_MEMBERS","ALL","1993","92.04982543"
"","EU_MEMBERS","ALL","2005","95.54259026"
"ESP","","ALL","1996","91"
"ALB","","ALL","2005","97"
"BGR","","ALL","1989","99"
"ALB","","ALL","2007","99"
"MKD","","ALL","1991","94"
"","EU_BEFORE_MAY2004","ALL","2006","96.07603715"
"HUN","","ALL","1980","98"
"","EU_AFTER_MAY2004","ALL","2011","95.16141084"
"","EU_BEFORE_MAY2004","ALL","2013","96.50744964"
"ITA","","ALL","1985","90"
"LVA","","ALL","1991","91"
"AUT","","ALL","1990","90"
"SVN","","ALL","2004","94"
"AND","","ALL","2006","93"
"AND","","ALL","2009","99"
"ROU","","ALL","1986","90"
"GRC","","ALL","1994","95"
"GBR","","ALL","1987","87"
"NLD","","ALL","1984","97"
"GBR","","ALL","2002","91"
"NLD","","ALL","1986","97"
"NLD","","ALL","1988","97"
"NLD","","ALL","1989","97"
"TUR","","ALL","2014","96"
"SRB","","ALL","1999","92"
"HUN","","ALL","1996","99"
"MLT","","ALL","2005","94"
"BIH","","ALL","2001","92"
"LVA","","ALL","1988","92"
"MLT","","ALL","2012","99"
"BIH","","ALL","2009","90"
"ROU","","ALL","1998","98"
"BLR","","ALL","2007","90"
"DNK","","ALL","1991","98"
"PRT","","ALL","2011","97"
"HUN","","ALL","2008","99"
"NLD","","ALL","2015","95"
"NLD","","ALL","1993","97"
"ISL","","ALL","2015","92"
"ISL","","ALL","2000","98"
"HUN","","ALL","2015","99"
"HUN","","ALL","2010","99"
"SVK","","ALL","2015","96"
"MDA","","ALL","1991","89"
"MDA","","ALL","1990","91"
"SVK","","ALL","2002","98"
"SWE","","ALL","2010","98"
"CZE","","ALL","2003","97"
"BEL","","ALL","1983","90"
"BEL","","ALL","1982","90"
"SVN","","ALL","1990","95"
"MDA","","ALL","2010","97"
"BEL","","ALL","1991","93"
"MKD","","ALL","2000","96"
"ITA","","ALL","2010","96"
"CHE","","ALL","1995","95"
"ROU","","ALL","1988","92"
"UZB","","ALL","1982","92"
"","CARINFONET","ALL","1998","98.02422466"
"","SEEHN","ALL","1983","91.64763986"
"MCO","","ALL","1990","99"
"MNE","","ALL","2006","90"
"","SEEHN","ALL","1986","92.36763065"
"","CARINFONET","ALL","2004","98.38481047"
"CHE","","ALL","2001","95"
"BEL","","ALL","2010","98"
"BEL","","ALL","2009","98"
"NLD","","ALL","2012","97"
"ALB","","ALL","1981","92"
"MCO","","ALL","2002","99"
"BEL","","ALL","2007","99"
"BEL","","ALL","2008","99"
"","EU_MEMBERS","ALL","1988","90.57833299"
"","EU_MEMBERS","ALL","1990","92.68093663"
"","NORDIC","ALL","2009","95.47513441"
"BGR","","ALL","1997","96"
"EST","","ALL","1985","85"
"NOR","","ALL","2000","91"
"BIH","","ALL","2008","92"
"UZB","","ALL","2000","99"
"SRB","","ALL","1992","84"
"ALB","","ALL","1991","82"
"","SEEHN","ALL","2002","95.67056584"
"ISL","","ALL","1981","99"
"ALB","","ALL","1989","96"
"","SEEHN","ALL","2005","96.63266086"
"TUR","","ALL","1981","69"
"","SEEHN","ALL","2010","94.25572837"
"","SEEHN","ALL","2012","93.29051007"
"UZB","","ALL","2013","99"
"EST","","ALL","2003","95"
"BLR","","ALL","1989","90"
"PRT","","ALL","2014","98"
"TUR","","ALL","2003","69"
"GRC","","ALL","1988","98"
"PRT","","ALL","1984","21"
"GRC","","ALL","1989","96"
"GRC","","ALL","1993","95"
"GRC","","ALL","1995","95"
"LTU","","ALL","2011","92"
"EST","","ALL","2004","95"
"GRC","","ALL","1997","95"
"RUS","","ALL","1991","72"
"GRC","","ALL","2011","99"
"TKM","","ALL","1999","98"
"TKM","","ALL","2000","98"
"POL","","ALL","1996","97"
"","EU_AFTER_MAY2004","ALL","1987","94.28522419"
"BLR","","ALL","1980","80"
"","EU_AFTER_MAY2004","ALL","1989","95.36909593"
"NOR","","ALL","2001","91"
"ESP","","ALL","1984","91"
"FRA","","ALL","2011","99"
"BLR","","ALL","2010","99"
"MKD","","ALL","1996","94"
"BGR","","ALL","2015","91"
"ALB","","ALL","2016","98"
"MKD","","ALL","1997","97"
"BGR","","ALL","1998","96"
"TJK","","ALL","1997","92"
"ESP","","ALL","1992","85"
"","EU_BEFORE_MAY2004","ALL","1983","85.39855705"
"NOR","","ALL","2007","93"
"","EU_BEFORE_MAY2004","ALL","1982","82.70386787"
"BGR","","ALL","2010","94"
"MKD","","ALL","2014","96"
"","EU_BEFORE_MAY2004","ALL","2012","96.5549986"
"","EU_AFTER_MAY2004","ALL","2008","96.48219984"
"","EU_BEFORE_MAY2004","ALL","2003","94.97098491"
"","WHO_EURO","ALL","1986","79.62114614"
"PRT","","ALL","1981","16"
"BGR","","ALL","1988","99"
"HUN","","ALL","1984","98"
"HUN","","ALL","1985","99"
"","CIS","ALL","2015","96.78755497"
"GBR","","ALL","1994","94"
"ESP","","ALL","2006","98"
"NLD","","ALL","1980","96"
"PRT","","ALL","1988","81"
"HUN","","ALL","1991","98"
"ESP","","ALL","2015","97"
"CZE","","ALL","1992","99"
"CZE","","ALL","1993","99"
"FRA","","ALL","1986","97"
"BIH","","ALL","1995","69"
"BIH","","ALL","1997","80"
"TUR","","ALL","1996","84"
"CYP","","ALL","2006","97"
"MLT","","ALL","2000","94"
"SMR","","ALL","1992","99"
"SRB","","ALL","2006","97"
"CZE","","ALL","2001","97"
"CZE","","ALL","2011","99"
"FRA","","ALL","1996","97"
"ROU","","ALL","2000","99"
"MDA","","ALL","1986","96"
"UKR","","ALL","2007","98"
"HUN","","ALL","2003","99"
"HUN","","ALL","2004","99"
"ISL","","ALL","2009","96"
"HUN","","ALL","2009","99"
"","NORDIC","ALL","1983","91.39767325"
"SVK","","ALL","2012","99"
"SVK","","ALL","2014","97"
"CZE","","ALL","2012","99"
"SVK","","ALL","1999","99"
"SWE","","ALL","2003","99"
"SVK","","ALL","2007","99"
"BEL","","ALL","1981","99"
"CZE","","ALL","2004","96"
"SVK","","ALL","1994","98"
"","WHO_EURO","ALL","2014","94.17703919"
"","WHO_EURO","ALL","2013","95.79460738"
"SVK","","ALL","1998","98"
"CHE","","ALL","1991","95"
"MKD","","ALL","2010","95"
"ITA","","ALL","2008","96"
"ITA","","ALL","2004","97"
"TJK","","ALL","2010","95"
"TJK","","ALL","2005","96"
"TJK","","ALL","2007","85"
"BEL","","ALL","2001","96"
"BEL","","ALL","2011","98"
"BEL","","ALL","2003","96"
"UZB","","ALL","1984","96"
"","CARINFONET","ALL","2001","97.48269564"
"UZB","","ALL","1986","93"
"UZB","","ALL","2005","99"
"UZB","","ALL","2002","99"
"AND","","ALL","2002","95"
"ISR","","ALL","1988","94"
"GBR","","ALL","2012","95"
"ISR","","ALL","1990","93"
"ISR","","ALL","1991","94"
"ISR","","ALL","1992","96"
"UZB","","ALL","2007","98"
"UZB","","ALL","1988","50"
"SRB","","ALL","1988","92"
"ROU","","ALL","2006","97"
"","NORDIC","ALL","2012","96.66700183"
"","EU_MEMBERS","ALL","1994","92.70714412"
"","EU_MEMBERS","ALL","1992","91.96729277"
"ISR","","ALL","1999","94"
"BGR","","ALL","2007","95"
"EST","","ALL","2009","95"
"EST","","ALL","2007","95"
"SWE","","ALL","2014","98"
"EST","","ALL","2006","95"
"","SEEHN","ALL","2006","95.7054807"
"SWE","","ALL","1984","98"
"ISL","","ALL","1990","99"
"TUR","","ALL","1997","79"
"SWE","","ALL","1995","99"
"LTU","","ALL","1998","88"
"ARM","","ALL","2010","96"
"BEL","","ALL","1993","94"
"BEL","","ALL","1995","92"
"SVN","","ALL","2005","95"
"LTU","","ALL","2002","97"
"LTU","","ALL","2007","95"
"GRC","","ALL","2013","99"
"SWE","","ALL","1980","97"
"EST","","ALL","1982","82"
"GRC","","ALL","1999","87"
"TKM","","ALL","1996","98"
"TKM","","ALL","1997","99"
"TKM","","ALL","1998","99"
"FRA","","ALL","2014","99"
"BLR","","ALL","1990","90"
"BLR","","ALL","2009","99"
"LUX","","ALL","1990","90"
"MDA","","ALL","2007","93"
"LUX","","ALL","1996","98"
"BLR","","ALL","2014","97"
"CHE","","ALL","2011","96"
"BGR","","ALL","1999","97"
"","WHO_EURO","ALL","1993","84.57467943"
"ROU","","ALL","2011","89"
"MKD","","ALL","2002","97"
"","EU_MEMBERS","ALL","1982","85.89773848"
"MKD","","ALL","2001","91"
"TJK","","ALL","2012","96"
"","EU_BEFORE_MAY2004","ALL","1981","81.57153271"
"","EU_MEMBERS","ALL","2012","96.3129046"
"","EU_BEFORE_MAY2004","ALL","1984","85.69739392"
"","EU_BEFORE_MAY2004","ALL","1985","85.1290211"
"CYP","","ALL","2013","99"
"MKD","","ALL","2004","95"
"ISL","","ALL","2013","91"
"","EU_BEFORE_MAY2004","ALL","1989","87.84044164"
"ESP","","ALL","2011","97"
"AND","","ALL","2015","97"
"","WHO_EURO","ALL","1988","80.30146795"
"","WHO_EURO","ALL","1989","82.73841688"
"","EU_BEFORE_MAY2004","ALL","1991","92.71484552"
"DNK","","ALL","1992","98"
"","CIS","ALL","2013","94.92042845"
"MKD","","ALL","2006","92"
"IRL","","ALL","2013","96"
"LVA","","ALL","1983","92"
"PRT","","ALL","1987","81"
"UKR","","ALL","1995","97"
"UKR","","ALL","1996","99"
"UKR","","ALL","1997","99"
"SVN","","ALL","2008","97"
"FRA","","ALL","1988","81"
"CZE","","ALL","1996","98"
"HUN","","ALL","1997","99"
"KAZ","","ALL","2016","83"
"","EU_MEMBERS","ALL","2003","95.41976727"
"ROU","","ALL","1994","94"
"SMR","","ALL","1993","99"
"SMR","","ALL","2000","96"
"SMR","","ALL","2006","95"
"BIH","","ALL","2011","89"
"SMR","","ALL","2011","86"
"FRA","","ALL","1998","97"
"BGR","","ALL","1994","94"
"HUN","","ALL","2001","99"
"HUN","","ALL","2007","99"
"NLD","","ALL","2005","96"
"HUN","","ALL","2014","99"
"HUN","","ALL","2002","99"
"ISL","","ALL","2012","89"
"SRB","","ALL","2004","97"
"MDA","","ALL","2014","92"
"SWE","","ALL","2000","99"
"CZE","","ALL","2005","96"
"SWE","","ALL","2002","99"
"","SMALL","ALL","1991","91.82328292"
"MDA","","ALL","2015","88"
"POL","","ALL","2013","95"
"AZE","","ALL","1991","93"
"SVK","","ALL","1996","98"
"SVK","","ALL","1997","98"
"GEO","","ALL","2001","81"
"SVK","","ALL","2004","99"
"SVK","","ALL","2005","99"
"CHE","","ALL","1996","95"
"","SEEHN","ALL","1981","93.89861058"
"TJK","","ALL","2004","96"
"BEL","","ALL","2002","96"
"","CARINFONET","ALL","1995","94.94299229"
"BEL","","ALL","2014","99"
"","SEEHN","ALL","1985","92.38999234"
"","CARINFONET","ALL","2000","98.36924555"
"MCO","","ALL","1992","98"
"","CARINFONET","ALL","2002","97.87754782"
"","CARINFONET","ALL","2005","98.45362494"
"NLD","","ALL","2014","96"
"","SEEHN","ALL","1990","90.97120954"
"","SEEHN","ALL","1992","90.62895419"
"KAZ","","ALL","2000","97"
"KAZ","","ALL","2012","99"
"","SEEHN","ALL","1995","92.81336871"
"SRB","","ALL","1985","90"
"AND","","ALL","2012","99"
"CHE","","ALL","2009","96"
"EST","","ALL","2001","94"
"ALB","","ALL","1987","94"
"SRB","","ALL","1989","90"
"ALB","","ALL","1988","96"
"BGR","","ALL","2011","95"
"","SEEHN","ALL","2001","95.29939557"
"DEU","","ALL","2011","94"
"SWE","","ALL","2007","98"
"DEU","","ALL","1986","95"
"SWE","","ALL","2004","99"
"SWE","","ALL","1990","99"
"SWE","","ALL","2006","98"
"TUR","","ALL","1982","61"
"SWE","","ALL","1985","98"
"UZB","","ALL","1997","98"
"ALB","","ALL","2000","97"
"DNK","","ALL","1994","99"
"SVK","","ALL","2010","99"
"","CIS","ALL","2012","94.70837979"
"SMR","","ALL","2016","66"
"","CIS","ALL","2014","91.45449239"
"EST","","ALL","2005","96"
"LTU","","ALL","2006","94"
"EST","","ALL","1983","83"
"GRC","","ALL","1990","96"
"SWE","","ALL","1996","99"
"TKM","","ALL","1994","94"
"GRC","","ALL","1996","95"
"EST","","ALL","2010","94"
"FIN","","ALL","2001","95"
"FRA","","ALL","2007","99"
"LUX","","ALL","1987","90"
"FRA","","ALL","2004","99"
"","SEEHN","ALL","2011","92.82701366"
"LUX","","ALL","1992","90"
"ITA","","ALL","1983","90"
"CHE","","ALL","2008","96"
"ARM","","ALL","2012","96"
"CHE","","ALL","2010","96"
"PRT","","ALL","2010","97"
"CZE","","ALL","2015","97"
"MDA","","ALL","1983","95"
"TJK","","ALL","1989","90"
"MKD","","ALL","1999","95"
"MKD","","ALL","1992","94"
"MKD","","ALL","1995","95"
"MKD","","ALL","2007","96"
"TUR","","ALL","2013","98"
"MKD","","ALL","2008","96"
"HRV","","ALL","2013","96"
"SVN","","ALL","2013","95"
"","WHO_EURO","ALL","1981","79.32045647"
"MKD","","ALL","2012","97"
"TJK","","ALL","1994","92"
"MKD","","ALL","2009","96"
"","EU_BEFORE_MAY2004","ALL","2010","96.13831774"
"HUN","","ALL","1983","98"
"GRC","","ALL","1987","97"
"AZE","","ALL","2000","98"
"MKD","","ALL","1993","99"
"GBR","","ALL","2010","94"
"CHE","","ALL","1994","95"
"","SEEHN","ALL","2009","95.09647419"
"AUT","","ALL","1996","95"
"GBR","","ALL","1988","87"
"MLT","","ALL","2010","76"
"GBR","","ALL","2003","91"
"GBR","","ALL","2005","91"
"NLD","","ALL","1987","97"
"NLD","","ALL","1990","97"
"NLD","","ALL","1991","97"
"CYP","","ALL","2007","97"
"BIH","","ALL","1999","90"
"CYP","","ALL","2004","98"
"ROU","","ALL","1995","94"
"ROU","","ALL","1996","97"
"MDA","","ALL","2006","98"
"","EU_MEMBERS","ALL","1987","90.48499273"
"BLR","","ALL","2006","97"
"BGR","","ALL","1993","97"
"SRB","","ALL","1986","89"
"SRB","","ALL","1987","90"
"MDA","","ALL","2004","98"
"CYP","","ALL","2011","99"
"MDA","","ALL","2005","99"
"MDA","","ALL","1982","97"
"SRB","","ALL","2005","98"
"MDA","","ALL","1980","94"
"SVK","","ALL","1991","99"
"SWE","","ALL","1999","99"
"ISL","","ALL","1982","98"
"","SMALL","ALL","1988","89.61309814"
"HRV","","ALL","2006","96"
"SWE","","ALL","2011","98"
"","WHO_EURO","ALL","2012","95.67736762"
"RUS","","ALL","2007","98"
"DNK","","ALL","1999","99"
"GEO","","ALL","2002","90"
"DNK","","ALL","1996","99"
"AZE","","ALL","2006","97"
"SRB","","ALL","2016","93"
"TJK","","ALL","2002","97"
"TJK","","ALL","2009","93"
"","CARINFONET","ALL","1996","95.94898907"
"AZE","","ALL","1996","97"
"","CARINFONET","ALL","1994","80.52165542"
"MCO","","ALL","1988","99"
"BEL","","ALL","2004","96"
"MCO","","ALL","1991","98"
"AND","","ALL","1997","90"
"","SEEHN","ALL","1987","92.38464792"
"","SEEHN","ALL","1989","94.13833096"
"","SEEHN","ALL","1991","87.63377058"
"MNE","","ALL","2015","89"
"MNE","","ALL","2009","91"
"BEL","","ALL","2006","99"
"BGR","","ALL","1985","99"
"SRB","","ALL","2015","95"
"","EU_MEMBERS","ALL","1985","87.65651062"
"RUS","","ALL","1989","69"
"ROU","","ALL","1997","97"
"GRC","","ALL","2008","99"
"","NORDIC","ALL","2007","94.38369179"
"BIH","","ALL","2010","91"
"BIH","","ALL","2006","91"
"","EU_MEMBERS","ALL","1991","92.58081515"
"DEU","","ALL","1990","85"
"DEU","","ALL","2010","95"
"SWE","","ALL","1991","99"
"DEU","","ALL","1994","80"
"CZE","","ALL","2002","97"
"SWE","","ALL","2005","98"
"","EU_BEFORE_MAY2004","ALL","1986","91.12521768"
"TUR","","ALL","1980","63"
"TUR","","ALL","1993","76"
"TUR","","ALL","1994","81"
"TUR","","ALL","1986","45"
"SVK","","ALL","1995","98"
"AND","","ALL","2007","96"
"DNK","","ALL","1988","99"
"AZE","","ALL","1999","99"
"SVN","","ALL","1989","95"
"GBR","","ALL","1992","94"
"ARM","","ALL","2011","96"
"GRC","","ALL","1991","77"
"SWE","","ALL","2008","98"
"EST","","ALL","1986","88"
"CHE","","ALL","1990","98"
"TKM","","ALL","1992","91"
"CZE","","ALL","1994","98"
"EST","","ALL","1981","84"
"FIN","","ALL","2000","95"
"CHE","","ALL","1999","95"
"POL","","ALL","1997","98"
"FRA","","ALL","2002","97"
"RUS","","ALL","1999","97"
"RUS","","ALL","2014","97"
"","SEEHN","ALL","1993","88.85560973"
"CYP","","ALL","2003","98"
"TUR","","ALL","2012","97"
"","NORDIC","ALL","2002","96.6841219"
"","EU_MEMBERS","ALL","1986","91.94077267"
"CZE","","ALL","2010","99"
"TJK","","ALL","1998","94"
"TJK","","ALL","2014","94"
"AUT","","ALL","2016","87"
"TJK","","ALL","1988","90"
"MKD","","ALL","1998","94"
"TJK","","ALL","2001","97"
"MDA","","ALL","1985","94"
"TKM","","ALL","2013","98"
"","SMALL","ALL","1983","74.31058887"
"ROU","","ALL","2016","89"
"","WHO_EURO","ALL","2010","94.79141009"
"ALB","","ALL","2014","98"
"EST","","ALL","2008","95"
"","WHO_EURO","ALL","1987","80.53499223"
"UZB","","ALL","1995","99"
"AZE","","ALL","2008","98"
"PRT","","ALL","1980","18"
"NOR","","ALL","2016","96"
"DNK","","ALL","2012","94"
"SVN","","ALL","2015","95"
"SVN","","ALL","2012","96"
"PRT","","ALL","1986","78"
"ARM","","ALL","2013","96"
"LUX","","ALL","2013","99"
"ESP","","ALL","2012","97"
"RUS","","ALL","1996","87"
"UKR","","ALL","2016","56"
"CZE","","ALL","1995","98"
"RUS","","ALL","2011","98"
"BIH","","ALL","1998","89"
"MLT","","ALL","2014","99"
"KAZ","","ALL","2015","98"
"NLD","","ALL","1995","97"
"CYP","","ALL","2005","98"
"FRA","","ALL","2003","96"
"BGR","","ALL","1991","81"
"BGR","","ALL","1992","99"
"NLD","","ALL","2000","97"
"NLD","","ALL","2001","97"
"DEU","","ALL","1988","94"
"FRA","","ALL","2000","98"
"HUN","","ALL","1999","99"
"FRA","","ALL","2001","98"
"FRA","","ALL","2008","98"
"","WHO_EURO","ALL","2004","95.14977237"
"","EU_MEMBERS","ALL","2014","96.14002344"
"FIN","","ALL","2011","99"
"","EU_MEMBERS","ALL","2015","95.58459129"
"SWE","","ALL","1989","99"
"","NORDIC","ALL","2015","96.11556576"
"AUT","","ALL","2000","71"
"","SMALL","ALL","1989","91.82152809"
"","WHO_EURO","ALL","2009","95.44342382"
"SVK","","ALL","1990","99"
"AND","","ALL","2003","99"
"ISL","","ALL","1989","99"
"AZE","","ALL","1992","88"
"TUR","","ALL","1983","59"
"AZE","","ALL","2002","99"
"CZE","","ALL","2008","99"
"MNE","","ALL","2014","91"
"MDA","","ALL","1997","98"
"BEL","","ALL","2005","97"
"SVN","","ALL","1983","90"
"UZB","","ALL","2016","99"
"","CARINFONET","ALL","1997","97.48741986"
"EST","","ALL","1980","84"
"UKR","","ALL","2012","72"
"AND","","ALL","1999","95"
"AND","","ALL","2000","95"
"AND","","ALL","2001","95"
"PRT","","ALL","2012","98"
"FIN","","ALL","1999","95"
"ISR","","ALL","1986","93"
"NLD","","ALL","1996","97"
"NLD","","ALL","1998","97"
"NLD","","ALL","1999","97"
"ALB","","ALL","1984","92"
"FIN","","ALL","2005","97"
"ARM","","ALL","1995","93"
"","SEEHN","ALL","1998","95.96674933"
"ISR","","ALL","1996","95"
"EST","","ALL","2015","93"
"","NORDIC","ALL","2006","95.86775586"
"SWE","","ALL","1988","99"
"DEU","","ALL","1992","80"
"AUT","","ALL","2005","86"
"DEU","","ALL","2005","94"
"","WHO_EURO","ALL","2006","95.75321813"
"","WHO_EURO","ALL","2007","96.21449886"
"SVK","","ALL","1992","99"
"RUS","","ALL","2016","97"
"ISL","","ALL","1986","99"
"UZB","","ALL","1993","46"
"AZE","","ALL","2005","97"
"MKD","","ALL","2003","96"
"DNK","","ALL","1986","94"
"AUT","","ALL","2014","98"
"CHE","","ALL","2000","95"
"NLD","","ALL","1982","97"
"MDA","","ALL","2002","98"
"ITA","","ALL","2013","96"
"EST","","ALL","1990","68"
"GEO","","ALL","1998","95"
"SWE","","ALL","1994","99"
"SWE","","ALL","1981","98"
"GEO","","ALL","2005","82"
"SVN","","ALL","1991","96"
"SVN","","ALL","2000","93"
"FIN","","ALL","2002","95"
"","CARINFONET","ALL","2015","98.14673724"
"ARM","","ALL","2016","96"
"SVK","","ALL","2013","98"
"ALB","","ALL","2013","99"
"","EU_MEMBERS","ALL","1984","88.08381051"
"FIN","","ALL","2003","96"
"","SEEHN","ALL","1994","91.2896015"
"DNK","","ALL","1984","96"
"ARM","","ALL","2015","96"
"","NORDIC","ALL","2001","95.94203142"
"","WHO_EURO","ALL","2001","94.86910672"
"ALB","","ALL","2015","99"
"","WHO_EURO","ALL","2003","92.47484817"
"AND","","ALL","2016","98"
"SRB","","ALL","2000","98"
"TJK","","ALL","1999","96"
"DEU","","ALL","2004","94"
"","EU_MEMBERS","ALL","2013","96.10039607"
"","WHO_EURO","ALL","2005","95.49485629"
"NOR","","ALL","2013","94"
"DEU","","ALL","2000","95"
"AUT","","ALL","2001","83"
"MKD","","ALL","1994","91"
"","EU_BEFORE_MAY2004","ALL","1990","92.10603545"
"ISL","","ALL","1988","99"
"POL","","ALL","2014","94"
"PRT","","ALL","1993","92"
"AUT","","ALL","2007","85"
"SRB","","ALL","2002","95"
"","EU_MEMBERS","ALL","1981","85.1161851"
"AZE","","ALL","1998","98"
"AZE","","ALL","2003","99"
"AND","","ALL","2013","97"
"SVN","","ALL","1984","89"
"UKR","","ALL","1992","89"
"UKR","","ALL","1993","91"
"AZE","","ALL","2013","96"
"MCO","","ALL","1989","99"
"MDA","","ALL","2001","98"
"","NORDIC","ALL","2004","96.07932269"
"AND","","ALL","1998","90"
"AUT","","ALL","2003","84"
"CZE","","ALL","2009","99"
"NLD","","ALL","2013","97"
"FRA","","ALL","2012","99"
"FRA","","ALL","2010","99"
"ARM","","ALL","1991","92"
"ISR","","ALL","1987","93"
"AND","","ALL","2005","98"
"SRB","","ALL","2001","93"
"SRB","","ALL","1981","95"
"","WHO_EURO","ALL","2002","93.89227876"
"ISL","","ALL","1984","99"
"SRB","","ALL","2007","93"
"MNE","","ALL","2010","93"
"","SEEHN","ALL","1988","93.58468889"
"TJK","","ALL","2000","98"
"TJK","","ALL","1986","97"
"","EU_MEMBERS","ALL","2010","96.12483602"
"DEU","","ALL","2014","95"
"DEU","","ALL","2015","95"
"","CARINFONET","ALL","1993","61.3037573"
"RUS","","ALL","2006","98"
"POL","","ALL","2011","96"
"","EU_BEFORE_MAY2004","ALL","1988","89.04876292"
"GBR","","ALL","1996","96"
"MDA","","ALL","1987","95"
"","NORDIC","ALL","2010","95.50054507"
"EST","","ALL","2000","93"
"CHE","","ALL","1986","98"
"","EU_MEMBERS","ALL","1983","87.86769247"
"SVN","","ALL","2006","97"
"CHE","","ALL","1992","95"
"GEO","","ALL","2008","90"
"DNK","","ALL","1983","98"
"AZE","","ALL","2012","96"
"AUT","","ALL","2006","83"
"MLT","","ALL","2011","96"
"","NORDIC","ALL","2008","94.81853336"
"SRB","","ALL","2003","89"
"GBR","","ALL","2009","93"
"TKM","","ALL","1995","96"
"","NORDIC","ALL","2005","95.22087367"
"CZE","","ALL","2014","99"
"HUN","","ALL","2011","99"
"ARM","","ALL","1992","92"
"SVN","","ALL","1997","92"
"MDA","","ALL","1998","98"
"PRT","","ALL","1998","96"
"BGR","","ALL","1983","98"
"FRA","","ALL","1997","97"
"POL","","ALL","2015","92"
